"unitid","institution_name","percent_of_undergraduate_students_awarded_federal_state_local_institutional_or_other_sources_of_grant_aid","average_amount_of_federal_state_local_institutional_or_other_sources_of_grant_aid_awarded_to_undergraduate_students","percent_of_undergraduate_students_awarded_pell_grants","average_amount_pell_grant_aid_awarded_to_undergraduate_students","percent_of_undergraduate_students_awarded_federal_student_loans","average_amount_of_federal_student_loans_awarded_to_undergraduate_students","average_net_price_students_awarded_grant_or_scholarship_aid","average_net_price_income_0_30_000_students_awarded_title_iv_federal_financial_aid","average_net_price_income_over_110_000_students_awarded_title_iv_federal_financial_aid","published_in_state_tuition_and_fees","published_out_of_state_tuition_and_fees","off_campus_not_with_family_room_and_board","on_campus_room_and_board","total_price_for_in_state_students_living_on_campus","total_price_for_out_of_state_students_living_on_campus","total_price_for_in_state_students_living_off_campus_not_with_family","total_price_for_out_of_state_students_living_off_campus_not_with_family","gradrate_ba_6yrs_total","gradrate_ba_6yrs_men","gradrate_ba_6yrs_women","gradrate_ba_6yrs_black_non_hispanic","gradrate_ba_6yrs_hispanic","gradrate_ba_6yrs_white_non_hispanic","pell_grant_recipients_overall_graduation_rate_within_150_percent_of_normal_time","subsidized_stafford_loan_recipients_not_receiving_pell_grants_overall_graduation_rate_within_150_percent_of_normal_time","did_not_receive_pell_grants_or_subsidized_stafford_loans_overall_graduation_rate_within_150_percent_of_normal_time","historically_black_college_or_university","sector_of_institution","institutional_category","degree_of_urbanization_urban_centric_locale","carnegie_classification_2018_size_and_setting","full_time_retention_rate","part_time_retention_rate","undergraduate_enrollment","percent_of_undergraduate_enrollment_that_are_black_or_african_american","percent_of_undergraduate_enrollment_that_are_hispanic/latino","percent_of_undergraduate_enrollment_that_are_white","percent_of_undergraduate_enrollment_that_are_women","endowment_assets_year_end_per_fte_enrollment","number_of_branches_and_independent_libraries","all_programs_offered_completely_via_distance_education","percent_of_undergraduate_students_enrolled_exclusively_in_distance_education_courses","endowment_total","finances_spent_research","finances_spent_student_services","finances_spent_public_service","finances_spent_academic_support","finances_spent_instruction","revenue_total"
241216,"Atlantic University College",96,4677,96,4566,11,2980,NA,NA,NA,7425,7425,2001,NA,NA,NA,11426,11426,36,33,48,NA,36,NA,44,0,12,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, primarily nonresidential",76,86,1581,0,100,0,29,NA,1,"No",0,NA,49640,71677,0,352930,2477184,10271367
485768,"Atlantis University",46,6062,38,5920,27,4500,NA,NA,NA,5400,5400,8728,NA,NA,NA,23628,23628,85,87,82,75,85,88,NA,NA,85,"No","Private for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, very small, primarily nonresidential",95,88,184,12,57,3,31,NA,NA,"No",11,NA,NA,NA,NA,NA,NA,NA
100858,"Auburn University",52,9201,15,4677,31,6347,23562,18394,27492,11276,30524,13332,13332,31590,50838,31590,50838,78,72,84,58,75,80,64,73,82,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily nonresidential",90,75,24628,5,3,79,48,26613,2,"No",1,771403829,208187924,40706539,108466171,134846851,252146479,1228397373
100830,"Auburn University at Montgomery",73,7507,46,5192,54,6885,14559,12137,16605,8404,17812,10289,6980,20314,29722,23623,33031,34,28,38,30,75,34,27,40,41,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, medium, primarily residential",67,60,4632,41,1,45,65,10216,0,"No",8,51897574,444565,7786835,4404198,4496303,30454417,95368887
173045,"Augsburg University",92,24782,48,4650,78,6684,NA,NA,NA,38800,38800,16262,10280,52780,52780,58762,58762,64,62,66,54,50,64,64,60,68,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, medium, primarily residential",72,0,2343,16,9,46,54,NA,0,"No",0,48219731,0,16234487,1160194,5662364,38814793,79362088
482149,"Augusta University",78,7780,39,4791,48,6580,10877,8352,14606,8604,23156,13128,8850,21254,35806,25532,40084,31,24,36,25,29,33,28,21,37,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, medium, primarily nonresidential",73,33,5463,24,8,52,65,34966,2,"No",2,280469910,76897746,8487128,42236134,62050963,84179614,993939646
143084,"Augustana College",100,28411,24,4376,67,6610,NA,NA,NA,42135,42135,10572,10572,54907,54907,54907,54907,74,65,82,57,64,77,71,69,80,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, highly residential",88,NA,2543,4,10,69,57,NA,0,"No",0,168133807,237240,8465926,1450822,13177445,27314197,85601635
219000,"Augustana University",95,20857,19,4359,60,7542,NA,NA,NA,33018,33018,6652,8248,46982,46982,46642,46642,70,64,74,0,43,73,54,77,73,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, small, highly residential",85,NA,1807,2,2,83,63,NA,1,"No",0,82070752,1283317,5984101,1678469,5058080,24716411,53192775
143118,"Aurora University",91,13936,45,4564,65,7237,NA,NA,NA,24260,24260,3858,9862,37994,37994,32638,32638,54,48,59,32,54,58,43,51,75,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, primarily nonresidential",75,NA,4020,7,31,48,65,NA,1,"No",9,41198522,0,16423490,2284017,10104426,30049446,92554948
222983,"Austin College",100,30776,34,4753,54,6414,NA,NA,NA,39960,39960,4015,12527,55137,55137,46805,46805,70,63,78,65,69,70,69,67,72,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, highly residential",82,NA,1280,10,20,49,51,NA,0,"No",0,141754555,354238,8802866,40422,2759128,16558759,55737087
219602,"Austin Peay State University",89,7888,50,4473,48,6663,13440,10909,21470,8159,23399,10699,10699,24946,40186,24946,40186,39,34,42,33,49,40,34,34,55,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, medium, primarily nonresidential",67,47,9871,22,8,59,59,2583,0,"No",13,26466248,2592164,26128430,4186381,12846668,74325930,179404875
446048,"Ave Maria University",98,17064,24,4669,52,6203,NA,NA,NA,20850,20850,11436,11436,36261,36261,36261,36261,56,46,68,18,58,60,46,61,59,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Distant","Four-year, small, highly residential",72,NA,1087,5,14,63,52,NA,0,"No",0,4627111,52999,11914079,0,1270560,10937403,33332198
231420,"Averett University",98,24518,45,4566,76,6765,NA,NA,NA,34520,34520,4590,9976,47918,47918,43308,43308,42,33,55,37,43,52,42,48,36,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, very small, highly residential",63,NA,961,29,4,57,43,NA,0,"No",0,25779860,0,7236377,0,2835270,8920199,26456363
176628,"Avila University",88,8617,49,4292,86,7046,NA,NA,NA,19900,19900,9772,8564,31598,31598,33948,33948,50,44,55,50,54,51,45,36,68,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, primarily residential",68,NA,1246,22,10,51,60,NA,0,"No",7,10761813,0,3482900,0,410397,10460949,28347686
109785,"Azusa Pacific University",92,23195,31,4699,44,6631,NA,NA,NA,38880,38880,13780,10076,54144,54144,58828,58828,63,56,67,60,59,65,68,60,62,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, highly residential",81,22,5657,6,33,37,66,NA,1,"No",10,86913981,5128382,47571879,0,20580225,101777507,239238070
164580,"Babson College",46,38255,13,4850,31,5730,NA,NA,NA,51104,51104,16312,16312,70378,70378,70378,70378,91,89,94,93,96,92,96,92,90,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, highly residential",95,NA,2361,4,11,36,48,NA,0,"No",0,421920139,1845071,33211851,0,40469465,57995411,269307826
206817,"Bacone College",86,19820,62,5152,64,7529,NA,NA,NA,17700,17700,NA,7200,35150,35150,NA,NA,8,7,13,9,27,6,10,11,8,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, very small, highly residential",11,0,271,23,6,17,42,NA,NA,"No",7,7317190,0,1088663,0,675838,1182267,2807234
476601,"Bais HaMedrash and Mesivta of Baltimore",80,9461,59,5291,0,NA,NA,NA,NA,13000,13000,13500,4900,22100,22100,30700,30700,41,41,NA,NA,NA,41,40,NA,42,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, very small, highly residential",80,NA,80,0,9,91,0,NA,NA,"No",0,NA,0,564340,0,12261,1288855,2534583
245777,"Bais Medrash Elyon",98,7565,30,4729,0,NA,NA,NA,NA,8600,8600,14214,2800,15400,15400,26814,26814,0,0,NA,NA,NA,0,NA,NA,0,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, very small, highly residential",NA,NA,44,0,0,100,0,NA,NA,"No",0,NA,0,72842,0,0,647134,1313539
449658,"Bais Medrash Toras Chesed",75,7621,38,6312,0,NA,NA,NA,NA,6400,6400,NA,3400,11300,11300,NA,NA,25,25,NA,NA,NA,25,25,NA,25,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, very small, highly residential",79,NA,106,0,0,97,0,NA,NA,"No",0,NA,0,121582,0,170494,396542,1544026
168847,"Baker College",75,4866,48,3774,58,7827,NA,NA,NA,9800,9800,7200,5400,21000,21000,22800,22800,16,18,14,4,7,19,50,54,10,"No","Private not-for-profit, 4-year or above","Degree-granting, not primarily baccalaureate or above","Suburb: Large","Four-year, medium, primarily nonresidential",49,44,8974,10,4,78,70,NA,8,"No",29,331560932,0,21859421,0,11039137,54008489,80187844
154688,"Baker University",64,16804,27,4140,51,7354,NA,NA,NA,29830,29830,8180,8310,44410,44410,44280,44280,59,49,72,63,55,57,60,59,58,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Fringe","Four-year, small, primarily residential",81,50,1793,8,7,75,56,NA,0,"No",12,38552488,0,9154312,0,2005212,14282099,40961595
201195,"Baldwin Wallace University",92,20604,33,4812,80,3167,NA,NA,NA,32586,32586,8882,9554,47528,47528,48506,48506,64,58,69,47,52,67,54,68,73,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, highly residential",82,NA,3104,9,6,78,54,NA,2,"No",0,174762903,348249,17809946,1026463,8607373,46362900,105190459
150136,"Ball State University",71,11269,34,5048,56,6903,13533,8403,21593,9896,26468,10234,10234,24550,41122,24550,41122,63,59,65,52,64,64,53,64,70,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily residential",78,17,16160,8,5,78,60,11137,2,"No",5,214258093,13734574,23770841,13649473,61428602,217595736,544018821
176664,"Baptist Bible College",98,4557,63,4483,78,8218,NA,NA,NA,14150,14150,5500,7500,25500,25500,23500,23500,38,46,27,33,25,39,35,0,60,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, very small, highly residential",59,100,238,8,5,82,51,NA,0,"No",0,260626,0,1005797,0,321740,904064,4716435
219639,"Baptist Health Sciences University",75,8653,48,5091,75,9789,NA,NA,NA,11900,11900,7742,3500,23207,23207,25011,25011,48,43,49,36,0,53,32,79,56,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, very small, primarily nonresidential",81,17,1056,43,3,50,89,NA,1,"No",3,45341446,0,3264950,0,1998879,8844200,21418044
444398,"Baptist University of the Americas",94,4963,39,4218,8,4609,NA,NA,NA,6240,6240,8530,7670,16210,16210,16970,16970,31,22,41,NA,30,20,61,NA,6,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, very small, primarily residential",73,13,154,2,55,6,55,NA,NA,"No",4,3315563,0,237351,0,132574,790790,3038846
155070,"Barclay College",100,6509,60,2614,66,3929,NA,NA,NA,19000,19000,8000,9300,32500,32500,31200,31200,43,14,62,25,0,50,45,86,15,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Remote","Four-year, very small, primarily residential",62,NA,213,19,7,62,48,NA,NA,"No",22,6653835,0,524574,0,319678,1326301,8503213
189088,"Bard College",68,43085,24,4746,49,6173,NA,NA,NA,54680,54680,10000,15488,72768,72768,67430,67430,75,74,76,74,73,76,73,79,74,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Fringe","Four-year, small, highly residential",85,NA,1882,6,10,55,60,NA,0,"No",0,148116873,1291679,13983781,20981382,12199507,87489627,153450870
189097,"Barnard College",44,46027,16,5016,26,4978,NA,NA,NA,55032,55032,17225,17225,74777,74777,74777,74777,92,NA,92,94,86,93,92,95,91,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, highly residential",95,100,2562,6,12,51,100,NA,0,"No",0,345097000,5948000,12589000,411000,19879000,72260000,197695000
132471,"Barry University",81,19221,48,4860,55,7601,NA,NA,NA,30014,30014,11400,11100,46898,46898,49348,49348,36,32,39,29,40,45,33,37,46,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, primarily residential",62,NA,3483,32,34,17,61,NA,1,"No",4,43980904,0,15057572,0,6502271,70897810,139774938
197911,"Barton College",96,19880,45,4549,76,6962,NA,NA,NA,30880,30880,10120,10120,46600,46600,46600,46600,52,44,57,21,42,63,45,51,69,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Fringe","Four-year, very small, highly residential",72,NA,976,21,9,56,63,NA,0,"No",4,29106087,0,8777423,57470,1087965,9136170,25537958
160977,"Bates College",44,44395,11,4526,21,4998,NA,NA,NA,53794,53794,NA,15224,71168,71168,NA,NA,89,89,90,82,86,90,90,91,89,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, highly residential",94,NA,1832,5,8,71,50,NA,1,"No",0,315579002,2094432,19235206,0,16064623,44513298,139422203
164632,"Bay Path University",71,12364,55,3975,87,7433,NA,NA,NA,34225,34225,3500,12799,50524,50524,42125,42125,59,NA,59,47,38,66,52,68,64,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, primarily nonresidential",80,NA,1923,15,20,55,100,NA,0,"No",46,50579339,0,13118744,0,8345732,22313595,59605156
164641,"Bay State College",70,6835,50,4693,75,9528,NA,NA,NA,22320,22320,13300,13300,43620,43620,43620,43620,46,19,68,40,67,43,36,53,17,"No","Private for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, very small, primarily nonresidential",56,0,700,25,12,44,71,NA,1,"No",15,NA,NA,NA,NA,NA,NA,NA
223232,"Baylor University",91,23384,19,4588,42,6669,NA,NA,NA,45542,45542,11708,12595,62527,62527,62266,62266,79,77,81,68,76,81,69,75,84,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, large, primarily residential",89,50,14188,6,16,63,60,NA,8,"No",0,1310781000,34033000,169832000,8414000,60405000,312249000,736803000
476717,"Be'er Yaakov Talmudic Seminary",95,15540,93,8538,0,NA,NA,NA,NA,10220,10220,14214,3850,18070,18070,28434,28434,54,54,NA,NA,NA,54,56,NA,44,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, very small, primarily nonresidential",97,NA,569,0,0,100,0,NA,NA,"No",0,NA,0,800821,0,0,1821234,8706602
384254,"Beacon College",14,10146,6,2495,11,10675,NA,NA,NA,39016,39016,11390,11390,57506,57506,56510,56510,55,48,75,50,NA,52,60,38,62,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Midsize","Four-year, very small, highly residential",73,NA,400,16,8,66,39,NA,0,"No",0,92436,0,2931455,0,2200955,2885060,18118927
164720,"Becker College",88,18570,36,4135,72,7046,NA,NA,NA,39200,39200,5842,13800,57160,57160,52556,52556,45,43,48,17,32,51,30,53,47,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, small, highly residential",73,50,1824,8,9,66,59,NA,1,"No",5,4962182,0,9380808,0,2452918,10941944,45941855
444413,"Beis Medrash Heichal Dovid",54,6662,20,4532,0,NA,NA,NA,NA,9500,9500,NA,4500,18000,18000,NA,NA,29,29,NA,NA,NA,30,20,NA,32,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, very small, highly residential",94,NA,108,0,0,100,0,NA,NA,"No",0,NA,0,0,0,0,618230,2248720
175421,"Belhaven University",74,10950,49,4830,69,8727,NA,NA,NA,25300,25300,6000,8500,35450,35450,32950,32950,47,34,58,38,40,52,41,43,55,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, small, primarily residential",67,42,2307,40,5,40,65,NA,0,"No",20,6096179,0,15872623,0,2208540,16093254,50221751
156286,"Bellarmine University",93,30398,26,4499,60,6754,NA,NA,NA,42200,42200,12250,12250,61138,61138,61138,61138,67,64,70,71,60,69,63,63,77,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, medium, primarily residential",79,100,2552,5,4,79,64,NA,0,"No",0,66864493,0,17728312,87084,6784107,32791264,76466327
180814,"Bellevue University",37,4961,31,4017,37,9605,NA,NA,NA,7827,7827,13536,8724,20970,20970,25782,25782,0,0,0,NA,0,0,NA,0,0,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, primarily nonresidential",77,36,6454,12,14,50,53,NA,0,"No",78,87989267,0,29771126,0,6776953,22345813,92775720
238324,"Bellin College",88,8546,17,3615,55,7421,NA,NA,NA,20500,20500,7200,NA,NA,NA,32300,32300,74,100,73,NA,NA,77,NA,NA,74,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Fringe","Four-year, very small, primarily nonresidential",79,50,428,1,2,93,90,NA,0,"No",7,10796759,0,755612,0,598669,4174154,12752363
197984,"Belmont Abbey College",92,9287,32,4422,59,6784,NA,NA,NA,18500,18500,8000,10294,32894,32894,31600,31600,44,39,51,30,NA,43,40,42,50,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Midsize","Four-year, small, highly residential",66,50,1556,13,1,57,50,NA,0,"No",0,9209111,0,9095883,0,1882620,7916410,32071480
